Ticket;Symbol;Type;Open time;Open price;Size;Close time;Close price;Profit/Loss;Balance;Sample type;Close type;MAE ($);MFE ($);Time in trade;Comment
2751;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.09.10 16:00:00;172.302;0.49;2014.09.10 21:00:00;173.048;250.00;12838.11;IST;PT;-75.72;253.32;5h 0m;
2760;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.09.16 18:00:00;174.161;0.47;2014.09.17 05:00:00;174.379;72.24;12910.35;IST;Exit After X Bars;-64.82;101.62;11h 0m;
2762;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.09.18 15:00:00;177.927;0.43;2014.09.19 00:00:00;178.773;253.23;13163.57;IST;PT;-65.86;252.10;9h 0m;
2766;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.09.23 21:00:00;178.527;0.36;2014.09.24 02:00:00;178.129;-98.35;13065.22;IST;SL;-99.29;52.89;5h 0m;
2794;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.10.08 21:00:00;174.793;0.39;2014.10.09 08:00:00;174.661;-27.33;13037.89;IST;Exit After X Bars;-70.54;56.22;11h 0m;
2806;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.10.17 02:00:00;171.414;0.32;2014.10.17 03:00:00;170.964;-101.96;12935.93;IST;SL;-99.79;26.61;1h 0m;
2816;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.10.24 11:00:00;173.857;0.33;2014.10.24 12:00:00;173.428;-100.34;12835.59;IST;SL;-98.11;11.43;1h 0m;
2820;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.10.28 16:00:00;174.495;0.37;2014.10.29 03:00:00;174.518;6.87;12842.46;IST;Exit After X Bars;-66.41;62.82;11h 0m;
2826;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.10.31 07:00:00;175.705;0.4;2014.10.31 08:00:00;176.665;263.40;13105.86;IST;PT;0.00;266.11;1h 0m;
2827;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.03 13:00:00;181.503;0.36;2014.11.04 00:00:00;182.124;155.87;13261.73;IST;Exit After X Bars;0.00;254.22;11h 0m;
2828;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.05 07:00:00;182.782;0.32;2014.11.05 08:00:00;182.340;-100.18;13161.55;IST;SL;-98.02;23.73;1h 0m;
2830;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.05 16:00:00;183.347;0.31;2014.11.05 17:00:00;182.893;-99.63;13061.92;IST;SL;-97.53;17.19;1h 0m;
2837;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.11 09:00:00;183.437;0.29;2014.11.11 20:00:00;183.799;70.79;13132.71;IST;Exit After X Bars;-26.13;110.13;11h 0m;
2840;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.14 11:00:00;182.644;0.29;2014.11.14 16:00:00;182.147;-101.85;13030.86;IST;SL;-99.88;3.82;5h 0m;
2841;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.17 01:00:00;183.035;0.29;2014.11.17 02:00:00;182.551;-99.23;12931.63;IST;SL;-97.27;68.13;1h 0m;
2849;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.20 07:00:00;186.074;0.3;2014.11.20 09:00:00;185.597;-101.20;12830.43;IST;SL;-99.17;10.60;2h 0m;
2855;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.11.24 17:00:00;185.853;0.28;2014.11.25 02:00:00;185.347;-97.45;12732.98;IST;SL;-98.18;42.30;9h 0m;
2868;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.12.03 15:00:00;187.253;0.36;2014.12.04 02:00:00;188.078;213.52;12946.50;IST;Exit After X Bars;-43.41;233.26;11h 0m;
2870;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.12.05 12:00:00;188.723;0.37;2014.12.05 15:00:00;188.340;-100.71;12845.79;IST;SL;-98.21;144.87;3h 0m;
2883;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2014.12.16 18:00:00;184.467;0.22;2014.12.16 22:00:00;183.832;-98.30;12747.49;IST;SL;-96.81;94.83;4h 0m;
2922;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.01.13 16:00:00;180.052;0.27;2015.01.13 17:00:00;179.529;-99.69;12647.80;IST;SL;-97.86;6.74;1h 0m;
2928;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.01.20 12:00:00;179.341;0.23;2015.01.20 23:00:00;179.868;82.44;12730.25;IST;Exit After X Bars;-3.83;148.55;11h 0m;
2932;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.01.26 09:00:00;177.574;0.23;2015.01.26 20:00:00;178.643;168.83;12899.08;IST;Exit After X Bars;-58.50;183.78;11h 0m;
2941;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.02.03 15:00:00;177.376;0.25;2015.02.04 02:00:00;178.138;132.67;13031.75;IST;Exit After X Bars;0.00;175.68;11h 0m;
2943;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.02.06 15:00:00;181.331;0.25;2015.02.09 02:00:00;181.280;-8.18;13023.57;IST;Exit After X Bars;-57.69;80.73;2d 11h 0m;
2945;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.02.11 17:00:00;183.554;0.28;2015.02.11 20:00:00;183.041;-101.44;12922.13;IST;SL;-99.54;78.78;3h 0m;
2953;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.02.17 12:00:00;182.854;0.29;2015.02.17 14:00:00;182.371;-99.03;12823.10;IST;SL;-97.07;50.64;2h 0m;
2954;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.02.18 11:00:00;183.423;0.29;2015.02.18 22:00:00;183.282;-30.30;12792.80;IST;Exit After X Bars;-37.38;156.56;11h 0m;
2977;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.03.05 15:00:00;183.451;0.4;2015.03.05 15:00:00;183.091;-102.50;12690.30;IST;SL;-99.79;71.79;0s;
2990;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.03.18 23:00:00;180.056;0.35;2015.03.19 00:00:00;179.652;-90.50;12599.80;IST;SL;-97.99;231.39;1h 0m;
3005;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.03.31 18:00:00;178.254;0.32;2015.04.01 03:00:00;177.808;-98.07;12501.73;IST;SL;-98.90;13.75;9h 0m;
3032;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.04.21 19:00:00;178.770;0.36;2015.04.22 06:00:00;178.688;-19.51;12482.22;IST;Exit After X Bars;-73.35;31.68;11h 0m;
3039;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.04.27 18:00:00;181.520;0.37;2015.04.28 05:00:00;181.387;-33.13;12449.08;IST;Exit After X Bars;-78.97;15.90;11h 0m;
3049;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.05.05 16:00:00;182.524;0.35;2015.05.05 18:00:00;182.116;-101.33;12347.75;IST;SL;-98.96;63.79;2h 0m;
3056;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.05.07 21:00:00;182.908;0.34;2015.05.08 00:00:00;183.997;257.48;12605.24;IST;PT;-95.66;256.59;3h 0m;
3059;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.05.11 18:00:00;186.984;0.29;2015.05.12 05:00:00;187.122;28.49;12633.73;IST;Exit After X Bars;-7.03;82.40;11h 0m;
3072;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.05.21 12:00:00;189.549;0.33;2015.05.21 23:00:00;189.498;-13.90;12619.83;IST;Exit After X Bars;-25.16;105.65;11h 0m;
3074;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.05.26 09:00:00;188.721;0.38;2015.05.26 20:00:00;189.228;130.94;12750.77;IST;Exit After X Bars;-4.74;248.59;11h 0m;
3077;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.05.28 05:00:00;190.619;0.37;2015.05.28 08:00:00;190.237;-100.45;12650.32;IST;SL;-97.95;22.05;3h 0m;
3106;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.06.17 11:00:00;194.632;0.34;2015.06.17 22:00:00;195.271;148.26;12798.58;IST;Exit After X Bars;0.00;229.73;11h 0m;
3133;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.07.10 10:00:00;188.289;0.27;2015.07.10 13:00:00;189.652;253.20;13051.78;IST;PT;0.00;255.03;3h 0m;
3134;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.07.13 12:00:00;192.132;0.26;2015.07.13 15:00:00;191.583;-100.68;12951.10;IST;SL;-98.92;34.95;3h 0m;
3155;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.07.28 11:00:00;192.584;0.36;2015.07.28 22:00:00;192.783;47.21;12998.31;IST;Exit After X Bars;-23.70;160.67;11h 0m;
3166;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.08.05 16:00:00;194.595;0.39;2015.08.06 03:00:00;194.691;34.29;13032.60;IST;Exit After X Bars;0.00;168.65;11h 0m;
3169;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.08.11 09:00:00;194.585;0.4;2015.08.11 20:00:00;194.843;68.81;13101.41;IST;Exit After X Bars;-85.10;90.37;11h 0m;
3175;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.08.18 11:00:00;194.438;0.43;2015.08.18 22:00:00;194.850;119.86;13221.27;IST;Exit After X Bars;0.00;248.23;11h 0m;
3204;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.09.08 12:00:00;184.965;0.22;2015.09.08 14:00:00;184.335;-97.54;13123.73;IST;SL;-96.05;0.00;2h 0m;
3208;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.09.10 14:00:00;187.169;0.24;2015.09.10 14:00:00;186.568;-101.58;13022.15;IST;SL;-99.96;25.95;0s;
3215;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.09.16 13:00:00;185.934;0.26;2015.09.17 00:00:00;186.728;148.63;13170.78;IST;Exit After X Bars;-26.49;226.49;11h 0m;
3229;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.09.25 11:00:00;183.998;0.27;2015.09.25 14:00:00;183.476;-99.50;13071.28;IST;SL;-97.67;79.52;3h 0m;
3236;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.09.29 11:00:00;182.410;0.27;2015.09.29 12:00:00;181.888;-99.50;12971.78;IST;SL;-97.67;20.39;1h 0m;
3247;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.10.07 11:00:00;183.745;0.3;2015.10.07 22:00:00;183.680;-15.54;12956.24;IST;Exit After X Bars;-67.98;62.99;11h 0m;
3311;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.11.17 12:00:00;187.625;0.4;2015.11.17 15:00:00;187.268;-101.67;12854.57;IST;SL;-98.96;0.00;3h 0m;
3312;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.11.19 03:00:00;188.750;0.42;2015.11.19 05:00:00;188.408;-102.39;12752.18;IST;SL;-99.54;15.14;2h 0m;
3318;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.11.25 15:00:00;185.739;0.44;2015.11.25 16:00:00;185.418;-100.86;12651.32;IST;SL;-97.88;17.69;1h 0m;
3319;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2015.12.01 10:00:00;185.825;0.45;2015.12.01 15:00:00;185.509;-101.59;12549.73;IST;SL;-98.54;61.12;5h 0m;
3377;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.01.13 03:00:00;170.967;0.24;2016.01.13 13:00:00;170.388;-97.92;12451.81;IST;SL;-96.30;53.39;10h 0m;
3395;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.01.26 13:00:00;168.656;0.21;2016.01.27 00:00:00;169.904;182.17;12633.98;IST;Exit After X Bars;-34.93;234.89;11h 0m;
3398;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.01.28 16:00:00;170.707;0.22;2016.01.29 03:00:00;170.553;-22.90;12611.08;IST;Exit After X Bars;-85.23;67.08;11h 0m;
3445;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.02.25 06:00:00;156.770;0.19;2016.02.25 09:00:00;156.035;-98.06;12513.01;IST;SL;-96.78;45.82;3h 0m;
3452;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.03.01 12:00:00;158.479;0.2;2016.03.01 15:00:00;157.785;-97.54;12415.47;IST;SL;-96.19;32.71;3h 0m;
3453;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.03.01 20:00:00;159.434;0.2;2016.03.02 02:00:00;158.746;-94.83;12320.64;IST;SL;-95.36;12.06;6h 0m;
3460;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.03.04 18:00:00;162.003;0.22;2016.03.07 03:00:00;161.371;-95.78;12224.86;IST;SL;-96.35;66.17;2d 9h 0m;
3464;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.03.09 21:00:00;161.173;0.24;2016.03.10 08:00:00;161.525;63.68;12288.54;IST;Exit After X Bars;-74.84;67.36;11h 0m;
3482;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.03.24 20:00:00;159.776;0.27;2016.03.25 07:00:00;159.623;-27.92;12260.62;IST;Exit After X Bars;-82.52;68.86;11h 0m;
3485;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.03.28 16:00:00;161.679;0.3;2016.03.29 03:00:00;161.653;-4.62;12256.00;IST;Exit After X Bars;-79.21;36.17;11h 0m;
3509;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.04.18 17:00:00;154.731;0.28;2016.04.19 04:00:00;155.928;233.00;12489.00;IST;Exit After X Bars;0.00;260.40;11h 0m;
3511;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.04.22 15:00:00;159.860;0.28;2016.04.22 23:00:00;161.224;262.77;12751.77;IST;PT;-13.97;264.67;8h 0m;
3512;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.04.26 16:00:00;162.432;0.27;2016.04.27 03:00:00;162.071;-66.84;12684.94;IST;Exit After X Bars;-86.63;49.77;11h 0m;
3532;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.05.12 16:00:00;158.352;0.29;2016.05.12 17:00:00;157.859;-101.04;12583.89;IST;SL;-99.08;26.33;1h 0m;
3537;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.05.17 02:00:00;157.688;0.29;2016.05.17 13:00:00;158.707;202.83;12786.72;IST;Exit After X Bars;-77.37;258.85;11h 0m;
3539;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.05.18 14:00:00;158.824;0.29;2016.05.18 17:00:00;160.121;258.69;13045.41;IST;PT;0.00;260.66;3h 0m;
3548;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.05.24 12:00:00;159.914;0.3;2016.05.24 23:00:00;160.896;202.13;13247.54;IST;Exit After X Bars;-32.43;235.97;11h 0m;
3551;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.05.30 02:00:00;162.097;0.3;2016.05.30 13:00:00;162.225;24.58;13272.12;IST;Exit After X Bars;-73.39;163.83;11h 0m;
3552;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.05.31 06:00:00;163.564;0.31;2016.05.31 07:00:00;163.105;-100.71;13171.42;IST;SL;-98.61;69.60;1h 0m;
3563;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.06.07 07:00:00;157.388;0.24;2016.06.07 07:00:00;156.803;-98.92;13072.49;IST;SL;-97.30;91.81;0s;
3578;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.06.20 02:00:00;152.834;0.19;2016.06.20 03:00:00;152.090;-99.25;12973.24;IST;SL;-97.96;17.51;1h 0m;
3583;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.06.23 00:00:00;155.678;0.18;2016.06.23 01:00:00;154.914;-96.52;12876.72;IST;SL;-95.30;2.12;1h 0m;
3609;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.07.11 09:00:00;132.175;0.17;2016.07.11 11:00:00;131.353;-97.99;12778.73;IST;SL;-96.84;4.36;2h 0m;
3611;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.07.12 15:00:00;137.178;0.18;2016.07.12 19:00:00;139.401;276.08;13054.81;IST;PT;-31.43;277.30;4h 0m;
3614;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.07.14 08:00:00;138.789;0.16;2016.07.14 14:00:00;141.103;255.49;13310.30;IST;PT;0.00;256.58;6h 0m;
3621;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.07.20 11:00:00;140.102;0.16;2016.07.20 22:00:00;140.488;41.72;13352.02;IST;Exit After X Bars;-23.62;75.29;11h 0m;
3628;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.07.27 02:00:00;138.061;0.18;2016.07.27 13:00:00;138.074;0.40;13352.42;IST;Exit After X Bars;-39.29;231.52;11h 0m;
3666;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.08.17 01:00:00;130.910;0.33;2016.08.17 12:00:00;131.134;48.99;13401.42;IST;Exit After X Bars;-92.85;205.82;11h 0m;
3667;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.08.18 11:00:00;131.677;0.3;2016.08.18 20:00:00;131.210;-99.12;13302.30;IST;SL;-97.09;118.50;9h 0m;
3675;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.08.24 15:00:00;132.910;0.34;2016.08.25 02:00:00;132.925;10.81;13313.11;IST;Exit After X Bars;-33.93;91.18;11h 0m;
3676;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.08.26 18:00:00;133.358;0.39;2016.08.29 05:00:00;133.897;146.70;13459.80;IST;Exit After X Bars;-55.41;162.97;2d 11h 0m;
3678;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.08.30 15:00:00;134.214;0.39;2016.08.31 02:00:00;134.675;125.62;13585.42;IST;Exit After X Bars;0.00;178.65;11h 0m;
3680;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.09.01 11:00:00;136.717;0.41;2016.09.01 15:00:00;137.688;273.11;13858.54;IST;PT;0.00;275.89;4h 0m;
3696;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.09.14 09:00:00;136.103;0.34;2016.09.14 12:00:00;135.689;-99.85;13758.69;IST;SL;-97.55;122.52;3h 0m;
3721;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.09.29 04:00:00;132.071;0.33;2016.09.29 12:00:00;131.637;-101.49;13657.20;IST;SL;-99.25;83.47;8h 0m;
3732;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.10.05 17:00:00;131.853;0.32;2016.10.06 04:00:00;131.883;13.50;13670.70;IST;Exit After X Bars;-4.66;82.72;11h 0m;
3746;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.10.18 10:00:00;127.519;0.27;2016.10.18 21:00:00;127.788;48.50;13719.21;IST;Exit After X Bars;-68.48;120.87;11h 0m;
3756;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.10.27 11:00:00;128.373;0.36;2016.10.27 12:00:00;127.973;-102.23;13616.98;IST;SL;-99.79;10.48;1h 0m;
3766;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.03 13:00:00;127.573;0.37;2016.11.03 15:00:00;128.605;262.11;13879.09;IST;PT;0.00;264.62;2h 0m;
3771;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.09 18:00:00;130.595;0.37;2016.11.09 21:00:00;131.632;263.39;14142.48;IST;PT;-11.54;265.90;3h 0m;
3776;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.15 21:00:00;136.117;0.26;2016.11.16 08:00:00;136.131;3.20;14145.68;IST;Exit After X Bars;-87.03;80.54;11h 0m;
3783;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.21 15:00:00;138.285;0.27;2016.11.22 02:00:00;138.222;-11.08;14134.60;IST;Exit After X Bars;-44.35;108.15;11h 0m;
3785;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.23 15:00:00;138.706;0.28;2016.11.23 17:00:00;140.048;258.51;14393.11;IST;PT;0.00;260.40;2h 0m;
3792;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.29 14:00:00;140.744;0.26;2016.11.30 01:00:00;140.530;-37.88;14355.23;IST;Exit After X Bars;-83.78;112.79;11h 0m;
3793;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.11.30 17:00:00;142.267;0.27;2016.12.01 01:00:00;143.666;267.54;14622.78;IST;PT;0.00;261.77;8h 0m;
3812;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.12.14 22:00:00;146.990;0.29;2016.12.15 09:00:00;147.563;121.36;14744.14;IST;Exit After X Bars;-68.13;142.29;11h 0m;
3837;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2016.12.30 05:00:00;143.423;0.37;2016.12.30 16:00:00;144.313;225.70;14969.84;IST;Exit After X Bars;-75.38;255.13;11h 0m;
3841;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.01.03 09:00:00;145.066;0.37;2017.01.03 10:00:00;144.681;-101.22;14868.62;IST;SL;-98.72;0.00;1h 0m;
3863;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.01.17 14:00:00;139.166;0.27;2017.01.18 01:00:00;139.887;135.61;15004.23;IST;Exit After X Bars;0.00;181.50;11h 0m;
3864;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.01.19 16:00:00;141.871;0.27;2017.01.20 03:00:00;141.913;8.57;15012.79;IST;Exit After X Bars;-73.35;55.95;11h 0m;
3896;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.02.07 20:00:00;140.324;0.29;2017.02.08 07:00:00;140.336;3.17;15015.97;IST;Exit After X Bars;-53.46;60.49;11h 0m;
3901;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.02.09 16:00:00;141.356;0.31;2017.02.10 03:00:00;142.237;190.08;15206.04;IST;Exit After X Bars;0.00;218.27;11h 0m;
3922;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.03.01 03:00:00;140.161;0.36;2017.03.01 14:00:00;140.093;-19.40;15186.64;IST;Exit After X Bars;-89.06;142.95;11h 0m;
3955;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.03.30 22:00:00;139.427;0.4;2017.03.31 09:00:00;139.559;37.64;15224.28;IST;Exit After X Bars;-26.89;183.78;11h 0m;
3962;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.04.05 16:00:00;138.979;0.39;2017.04.05 18:00:00;138.611;-102.10;15122.18;IST;SL;-99.46;17.03;2h 0m;
3979;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.04.17 21:00:00;136.706;0.45;2017.04.18 08:00:00;137.018;98.48;15220.66;IST;Exit After X Bars;-14.03;145.01;11h 0m;
3985;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.04.24 00:00:00;141.803;0.4;2017.04.24 00:00:00;141.626;-51.77;15168.88;IST;PT;-49.06;0.00;0s;
3987;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.04.25 10:00:00;141.314;0.37;2017.04.25 18:00:00;142.319;255.19;15424.07;IST;PT;-26.67;257.69;8h 0m;
3989;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.04.26 17:00:00;143.429;0.36;2017.04.26 18:00:00;143.033;-101.23;15322.84;IST;SL;-98.79;18.46;1h 0m;
4004;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.05.05 20:00:00;146.155;0.42;2017.05.08 07:00:00;146.076;-21.89;15300.95;IST;Exit After X Bars;-68.11;151.06;2d 11h 0m;
4036;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.05.23 18:00:00;145.094;0.34;2017.05.24 05:00:00;144.972;-27.85;15273.09;IST;Exit After X Bars;-81.52;12.02;11h 0m;
4052;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.06.07 17:00:00;141.852;0.4;2017.06.07 19:00:00;141.497;-101.11;15171.98;IST;SL;-98.41;21.90;2h 0m;
4065;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.06.15 14:00:00;140.566;0.34;2017.06.16 01:00:00;141.402;197.87;15369.85;IST;Exit After X Bars;-95.90;240.10;11h 0m;
4077;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.06.27 17:00:00;143.158;0.42;2017.06.27 22:00:00;144.076;264.35;15634.20;IST;PT;0.00;267.19;5h 0m;
4078;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.06.28 16:00:00;145.082;0.41;2017.06.29 03:00:00;145.376;92.31;15726.51;IST;Exit After X Bars;-63.08;124.45;11h 0m;
4087;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.07.06 12:00:00;147.059;0.4;2017.07.06 13:00:00;146.703;-101.39;15625.11;IST;SL;-98.68;59.60;1h 0m;
4108;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.07.25 14:00:00;145.630;0.4;2017.07.26 01:00:00;145.750;34.31;15659.43;IST;Exit After X Bars;-53.50;71.52;11h 0m;
4112;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.07.31 18:00:00;145.768;0.42;2017.07.31 22:00:00;145.430;-101.22;15558.21;IST;SL;-98.38;20.37;4h 0m;
4151;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.08.29 22:00:00;141.954;0.44;2017.08.30 00:00:00;141.633;-96.73;15461.48;IST;SL;-97.88;13.42;2h 0m;
4164;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.09.06 20:00:00;142.657;0.46;2017.09.07 03:00:00;142.345;-89.62;15371.86;IST;SL;-99.46;7.33;7h 0m;
4166;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.09.11 00:00:00;142.676;0.45;2017.09.11 11:00:00;143.013;102.05;15473.91;IST;Exit After X Bars;0.00;165.90;11h 0m;
4169;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.09.14 14:00:00;146.790;0.44;2017.09.14 14:00:00;147.639;255.90;15729.81;IST;PT;0.00;267.11;0s;
4205;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.10.12 04:00:00;149.024;0.44;2017.10.12 09:00:00;148.698;-102.38;15627.43;IST;SL;-99.40;11.28;5h 0m;
4215;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2017.10.19 01:00:00;149.291;0.42;2017.10.19 10:00:00;148.951;-101.80;15525.62;IST;SL;-98.96;41.33;9h 0m;
